class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.5309635400772095,0.0032504915725439787,-0.1326824128627777,0.9909421801567078,0.5482712388038635,-0.02501557022333145,-0.16075974702835083,0.9866477847099304,0.5582758188247681,-0.02622285485267639,-0.16101577877998352,0.9880003333091736,0.5684317350387573,-0.02638135477900505,-0.1612943559885025,0.9881608486175537,0.5299118161201477,-0.022662682458758354,-0.11460677534341812,0.987759530544281,0.5260489583015442,-0.02288685366511345,-0.11455341428518295,0.9872835278511047,0.5224764347076416,-0.022764112800359726,-0.11478447914123535,0.9866403341293335,0.5962675213813782,-0.01302423793822527,-0.18352073431015015,0.9913363456726074,0.5479016304016113,-0.01851702481508255,0.02072020433843136,0.9893772602081299,0.5505543947219849,0.02840438298881054,-0.13001401722431183,0.9912700653076172,0.5336968898773193,0.0297453161329031,-0.07077238708734512,0.9884411096572876,0.6389253735542297,0.10396115481853485,-0.29770177602767944,0.9962027072906494,0.565930962562561,0.13005952537059784,0.2324526607990265,0.9969967603683472,0.5715428590774536,0.3431755602359772,-0.3210541903972626,0.9276385307312012,0.5415107011795044,0.3536722958087921,0.30674058198928833,0.2252151072025299,0.39878764748573303,0.3891396224498749,-0.21028761565685272,0.7904905080795288,0.43889135122299194,0.45041486620903015,0.21238556504249573,0.22842662036418915,0.37281301617622375,0.4121963679790497,-0.24953393638134003,0.7352466583251953,0.4034673571586609,0.47405001521110535,0.2024659365415573,0.23980332911014557,0.37392741441726685,0.39703717827796936,-0.23313221335411072,0.7314106822013855,0.40845903754234314,0.4647825360298157,0.15536078810691833,0.24447377026081085,0.38462546467781067,0.3869226276874542,-0.1958850473165512,0.725429117679596,0.4227236807346344,0.46528342366218567,0.1858184039592743,0.2597620189189911,0.6229235529899597,0.5814263224601746,-0.14055472612380981,0.9878626465797424,0.57956463098526,0.571513831615448,0.1405593305826187,0.9867622256278992,0.614807665348053,0.9148880839347839,-0.08588181436061859,0.47384291887283325,0.5646141171455383,0.8955527544021606,0.20376268029212952,0.2332858145236969,0.6027525663375854,1.210835337638855,0.10414838790893555,0.15591838955879211,0.5950596332550049,1.1714507341384888,0.3644426465034485,0.10227547585964203,0.6216427087783813,1.2608617544174194,0.11727853119373322,0.2608707845211029,0.618576169013977,1.2209891080856323,0.3781422972679138,0.1633949875831604,0.5356153249740601,1.2918016910552979,-0.013299025595188141,0.1540578305721283,0.5176132321357727,1.2462912797927856,0.26893818378448486,0.10490286350250244
up,0.5531744956970215,-0.06691690534353256,-0.18280087411403656,0.9607550501823425,0.573469877243042,-0.08959215134382248,-0.2361321747303009,0.9535510540008545,0.5797200202941895,-0.08217262476682663,-0.23644861578941345,0.9549476504325867,0.5851725935935974,-0.07447842508554459,-0.23664505779743195,0.9634515643119812,0.5625278353691101,-0.10039142519235611,-0.1672140210866928,0.9499342441558838,0.5632582306861877,-0.09809359163045883,-0.1671038568019867,0.9426742792129517,0.5644840598106384,-0.09571006894111633,-0.16747747361660004,0.9479026794433594,0.6143432259559631,-0.037486422806978226,-0.4523142874240875,0.9724042415618896,0.5996242761611938,-0.06106908246874809,-0.06385816633701324,0.9535362124443054,0.5744911432266235,-0.009438413195312023,-0.21620726585388184,0.9771485328674316,0.566778838634491,-0.015138828195631504,-0.1278230845928192,0.9675180315971375,0.6277979612350464,0.11727254092693329,-0.525549054145813,0.9896278977394104,0.6401396989822388,0.1179175153374672,0.1019979938864708,0.9887760281562805,0.5972095727920532,0.4749775826931,-0.4678758978843689,0.9090539216995239,0.629389762878418,0.4416026771068573,0.3264178931713104,0.0975000187754631,0.47758904099464417,0.721556544303894,-0.24984320998191833,0.7682440280914307,0.532314658164978,0.6167373061180115,0.33713775873184204,0.1091793030500412,0.45956364274024963,0.7917432188987732,-0.28487029671669006,0.7257471680641174,0.5090689063072205,0.6560574173927307,0.3486572802066803,0.12665778398513794,0.44774022698402405,0.7460151314735413,-0.26841679215431213,0.7325809597969055,0.49346596002578735,0.6549388766288757,0.2765505611896515,0.13513009250164032,0.45279496908187866,0.7557396292686462,-0.23395545780658722,0.7185574173927307,0.5042071342468262,0.6492477059364319,0.30312487483024597,0.15336203575134277,0.6266264915466309,0.6942538022994995,-0.13236327469348907,0.8638961315155029,0.6408422589302063,0.7061209082603455,0.1326698362827301,0.8575834631919861,0.6303658485412598,1.0659939050674438,0.043887607753276825,0.41252845525741577,0.6218785047531128,1.07188081741333,0.2877236306667328,0.1414462774991989,0.6008661985397339,1.3953863382339478,0.36240285634994507,0.13207930326461792,0.616024374961853,1.4187370538711548,0.5392521619796753,0.06181905046105385,0.6053876876831055,1.4546687602996826,0.3849729597568512,0.23241381347179413,0.6248679757118225,1.4676934480667114,0.5591073036193848,0.14451292157173157,0.5499421954154968,1.4568003416061401,0.2731195092201233,0.0974801778793335,0.5691267848014832,1.4531826972961426,0.45681843161582947,0.05472101271152496
up,0.5575730800628662,-0.03971756249666214,-0.26160943508148193,0.980801522731781,0.5728402733802795,-0.0818244069814682,-0.3022628426551819,0.9765576720237732,0.5808721780776978,-0.07857571542263031,-0.30255675315856934,0.9761369824409485,0.5894057154655457,-0.07532384991645813,-0.30282309651374817,0.9815407991409302,0.5582650303840637,-0.08739005774259567,-0.2399236261844635,0.973961353302002,0.5552462339401245,-0.08797898888587952,-0.2398628294467926,0.9690731167793274,0.5521990656852722,-0.08868629485368729,-0.24013230204582214,0.9735328555107117,0.6187759637832642,-0.05231080576777458,-0.375377357006073,0.9861763715744019,0.5816842913627625,-0.06707791239023209,-0.1005423292517662,0.9766122102737427,0.5805317163467407,0.009167233482003212,-0.2748449444770813,0.9880061149597168,0.566959023475647,0.005056306719779968,-0.19474366307258606,0.9829897284507751,0.6461036801338196,0.12059590220451355,-0.5072768330574036,0.9970640540122986,0.6518844366073608,0.1049814522266388,0.14488056302070618,0.9935102462768555,0.5905109643936157,0.46329304575920105,-0.5212147831916809,0.9436087012290955,0.6299464702606201,0.43244311213493347,0.2735140323638916,0.06763853877782822,0.44669824838638306,0.6442158222198486,-0.37558382749557495,0.8475778698921204,0.5156519412994385,0.6119638681411743,0.21719416975975037,0.06366171687841415,0.42129525542259216,0.6875877976417542,-0.4237155318260193,0.7925960421562195,0.48997241258621216,0.65848708152771,0.22818133234977722,0.07381491363048553,0.4164944291114807,0.6677827835083008,-0.39770081639289856,0.7895554304122925,0.47213611006736755,0.6516434550285339,0.15784020721912384,0.07490315288305283,0.42711418867111206,0.6528777480125427,-0.3583534359931946,0.7584996223449707,0.48495984077453613,0.6394720673561096,0.18436391651630402,0.08391588926315308,0.5928235650062561,0.6868956685066223,-0.1603931188583374,0.9536816477775574,0.6175653338432312,0.6698406338691711,0.160649374127388,0.933665931224823,0.5982431173324585,1.0503692626953125,0.011756581254303455,0.35575997829437256,0.61525559425354,0.9829082489013672,0.313513845205307,0.086420938372612,0.5819882750511169,1.3635883331298828,0.29837170243263245,0.10170577466487885,0.5936528444290161,1.3687857389450073,0.5496253371238708,0.035948459059000015,0.5947765111923218,1.4152894020080566,0.31956735253334045,0.259220689535141,0.6079894304275513,1.4269695281982422,0.5706700086593628,0.13736505806446075,0.5114172697067261,1.434533715248108,0.21694108843803406,0.07855489104986191,0.5226479768753052,1.419904112815857,0.47422465682029724,0.0374908410012722
up,0.6719184517860413,0.1491762101650238,-0.32033631205558777,0.9986820816993713,0.686322033405304,0.12443531304597855,-0.3375784456729889,0.9982943534851074,0.694405198097229,0.1237136498093605,-0.3374881148338318,0.9983741044998169,0.7022267580032349,0.12329388409852982,-0.33762234449386597,0.9983369708061218,0.668816864490509,0.1255580633878708,-0.29529979825019836,0.9980171918869019,0.6650629043579102,0.12536628544330597,-0.2951652407646179,0.9977419972419739,0.6614388227462769,0.12524943053722382,-0.2952903211116791,0.9975040555000305,0.7202135324478149,0.13421735167503357,-0.1957099288702011,0.9988696575164795,0.6691923141479492,0.13202637434005737,-0.10951888561248779,0.99713534116745,0.688471794128418,0.17364461719989777,-0.2881508469581604,0.9988006353378296,0.6678190231323242,0.1730044037103653,-0.2417941391468048,0.9979491829872131,0.7417358756065369,0.25656092166900635,-0.2645321786403656,0.9993609189987183,0.6822770833969116,0.26443713903427124,0.1223585233092308,0.9973499774932861,0.7216452956199646,0.44193729758262634,-0.2584540545940399,0.9749197363853455,0.6667984127998352,0.44049781560897827,0.1933409720659256,0.1814759373664856,0.6339172720909119,0.5447054505348206,-0.2538584768772125,0.8943062424659729,0.6381856203079224,0.5478656888008118,0.06672702729701996,0.21343237161636353,0.6179857850074768,0.5774644017219543,-0.29780107736587524,0.8366958498954773,0.627415657043457,0.5871042013168335,0.05142528563737869,0.2373405247926712,0.6108710169792175,0.5611173510551453,-0.299313485622406,0.8374687433242798,0.6242827773094177,0.5774655938148499,-0.007878666743636131,0.2420547604560852,0.6167489290237427,0.5541360974311829,-0.252450168132782,0.8361287117004395,0.632907509803772,0.5649413466453552,0.03825076296925545,0.26017338037490845,0.7292924523353577,0.6344800591468811,-0.14065563678741455,0.9854647517204285,0.6965876817703247,0.6258662939071655,0.14095425605773926,0.9735370874404907,0.7079614996910095,0.877256453037262,-0.12013814598321915,0.6082101464271545,0.6995299458503723,0.8374631404876709,0.20968374609947205,0.13127918541431427,0.7450133562088013,1.1073898077011108,-0.027827104553580284,0.19146181643009186,0.7324354648590088,1.0643244981765747,0.3243976831436157,0.07654643058776855,0.7672910690307617,1.1369831562042236,-0.02517043985426426,0.32135009765625,0.7507968544960022,1.1006927490234375,0.32663556933403015,0.2141980081796646,0.6947528719902039,1.194403052330017,-0.16326913237571716,0.14878669381141663,0.6794436573982239,1.1294399499893188,0.2146964818239212,0.08361125737428665
up,0.6561895608901978,0.1597655862569809,-0.1881163865327835,0.9994832873344421,0.6690455675125122,0.1349392980337143,-0.1937543749809265,0.9992488622665405,0.6770337820053101,0.13430240750312805,-0.19390682876110077,0.9992241859436035,0.685302734375,0.13375812768936157,-0.194157674908638,0.9991785287857056,0.6542375087738037,0.13627739250659943,-0.16396453976631165,0.9992549419403076,0.6502506136894226,0.1363770067691803,-0.16377323865890503,0.9990926384925842,0.6466413736343384,0.13645410537719727,-0.1639077216386795,0.9990434646606445,0.7067974805831909,0.14357653260231018,-0.13832339644432068,0.9994120001792908,0.6588829755783081,0.14243660867214203,-0.004975439049303532,0.9989628195762634,0.6713861227035522,0.1850951611995697,-0.1601984053850174,0.9991992115974426,0.6538463830947876,0.18455833196640015,-0.12209375947713852,0.9987533688545227,0.7225072979927063,0.26569482684135437,-0.24055838584899902,0.9985321760177612,0.6759108304977417,0.274577796459198,0.17983542382717133,0.9956168532371521,0.6701533198356628,0.45056334137916565,-0.2419232577085495,0.9683725833892822,0.6416116952896118,0.4528476893901825,0.22206518054008484,0.13558954000473022,0.581534743309021,0.5242652297019958,-0.14152848720550537,0.8414542078971863,0.5959857702255249,0.5494237542152405,0.1250654011964798,0.1694672852754593,0.5657324194908142,0.5436437726020813,-0.16867193579673767,0.7669417262077332,0.567889392375946,0.594738245010376,0.11188087612390518,0.19452577829360962,0.5639451146125793,0.529769778251648,-0.168908029794693,0.7706807255744934,0.5663624405860901,0.5869694948196411,0.06973966211080551,0.2000763863325119,0.5717699527740479,0.5250598788261414,-0.1370452344417572,0.7806001305580139,0.5791484713554382,0.5769183039665222,0.10174478590488434,0.2234201431274414,0.6866557598114014,0.6471374034881592,-0.13075894117355347,0.9838040471076965,0.6592305302619934,0.6383354663848877,0.13103297352790833,0.9693208932876587,0.7006384134292603,0.9037468433380127,-0.0900384932756424,0.6229991912841797,0.6726468205451965,0.8713194727897644,0.19236621260643005,0.12580861151218414,0.7011426687240601,1.1378512382507324,0.055392712354660034,0.16883546113967896,0.6761179566383362,1.1090366840362549,0.32594361901283264,0.051437005400657654,0.7208481431007385,1.1726747751235962,0.0647645816206932,0.2933632731437683,0.6904204487800598,1.1514716148376465,0.33744552731513977,0.15286821126937866,0.638231635093689,1.212013602256775,-0.044222187250852585,0.11892430484294891,0.6150436997413635,1.1619094610214233,0.24107301235198975,0.0521240159869194
up,0.6565207242965698,0.16049453616142273,-0.23086515069007874,0.9996680617332458,0.6701532602310181,0.13558292388916016,-0.23589786887168884,0.9995010495185852,0.6774793863296509,0.13513480126857758,-0.23596855998039246,0.9994847774505615,0.6856423616409302,0.13491596281528473,-0.23616459965705872,0.9994301199913025,0.6550552845001221,0.13592630624771118,-0.20664842426776886,0.9995378851890564,0.6515069007873535,0.13565535843372345,-0.20647206902503967,0.9994453191757202,0.648384690284729,0.13549016416072845,-0.20667481422424316,0.99941086769104,0.7072099447250366,0.1442485749721527,-0.16879907250404358,0.9995933771133423,0.6583070755004883,0.14108972251415253,-0.0407835878431797,0.9994394779205322,0.670672595500946,0.1852560043334961,-0.1982981562614441,0.9994968771934509,0.653920590877533,0.18332403898239136,-0.16145393252372742,0.9992979764938354,0.7192052006721497,0.2636154294013977,-0.2538781762123108,0.9992649555206299,0.6780610680580139,0.26735690236091614,0.1532512903213501,0.9985636472702026,0.6713194251060486,0.4422866702079773,-0.259493350982666,0.9700330495834351,0.6412147283554077,0.4457587003707886,0.20876848697662354,0.12172950059175491,0.5739823579788208,0.5235640406608582,-0.1936519294977188,0.8536908626556396,0.5784047842025757,0.5392290353775024,0.11152182519435883,0.17400431632995605,0.5572453737258911,0.5419824719429016,-0.22161522507667542,0.7829654216766357,0.5471316576004028,0.5901422500610352,0.10509242862462997,0.19962558150291443,0.5556060671806335,0.5281566381454468,-0.22202053666114807,0.7849819660186768,0.548681378364563,0.5743086338043213,0.06228417158126831,0.20409882068634033,0.5638734698295593,0.5235887169837952,-0.19093969464302063,0.7967294454574585,0.556639552116394,0.5632235407829285,0.08949470520019531,0.22466783225536346,0.6788641214370728,0.6327617168426514,-0.1348467767238617,0.9811888337135315,0.6645179986953735,0.6214796900749207,0.1351953148841858,0.9783293008804321,0.6855098605155945,0.872447669506073,-0.08082742989063263,0.7375191450119019,0.6771158576011658,0.8531761765480042,0.20512518286705017,0.10974954813718796,0.6870033144950867,1.107156753540039,0.01476010400801897,0.13660186529159546,0.6817618608474731,1.075736165046692,0.3252679109573364,0.05401752144098282,0.7083131074905396,1.1399588584899902,0.021546557545661926,0.4150737524032593,0.695385754108429,1.11690354347229,0.33392995595932007,0.23640398681163788,0.6310736536979675,1.1811527013778687,-0.07292486727237701,0.09612486511468887,0.6196171045303345,1.122876763343811,0.26164883375167847,0.05775013193488121
up,0.6462782621383667,0.1741994023323059,-0.1737908571958542,0.9996674060821533,0.6599856019020081,0.1532759964466095,-0.17886176705360413,0.9996377229690552,0.6660175323486328,0.15340359508991241,-0.1791670024394989,0.9996265769004822,0.6732460260391235,0.1533813625574112,-0.17960669100284576,0.9996262192726135,0.6442171335220337,0.15328940749168396,-0.16456496715545654,0.9996325373649597,0.6393965482711792,0.1535375863313675,-0.16399765014648438,0.9995054006576538,0.6351122856140137,0.1535414308309555,-0.1640779674053192,0.9994897842407227,0.691667377948761,0.16702871024608612,-0.054989248514175415,0.9996612071990967,0.6393808126449585,0.16609574854373932,-0.005125393625348806,0.9994446635246277,0.6602386832237244,0.19967065751552582,-0.12742862105369568,0.9992658495903015,0.6396416425704956,0.20009422302246094,-0.1141480803489685,0.9989795088768005,0.6972203850746155,0.2749035656452179,-0.15067967772483826,0.9976344704627991,0.6499992609024048,0.29040640592575073,0.15440690517425537,0.9915562272071838,0.6678948998451233,0.4499395191669464,-0.1894032210111618,0.9677432775497437,0.6265000104904175,0.46847298741340637,0.1714567095041275,0.24007093906402588,0.5653589963912964,0.4284234344959259,-0.12031456083059311,0.929533839225769,0.567891001701355,0.45182377099990845,-0.008155771531164646,0.331160306930542,0.5404473543167114,0.4239780008792877,-0.14330025017261505,0.900154173374176,0.5497912168502808,0.4423712193965912,-0.025334428995847702,0.3294495642185211,0.5416370630264282,0.4041193425655365,-0.12816014885902405,0.9018656611442566,0.5503515601158142,0.4259534776210785,-0.061896808445453644,0.333398699760437,0.5505712628364563,0.40764859318733215,-0.10992640256881714,0.8960340023040771,0.5561816692352295,0.4317689538002014,-0.030520379543304443,0.3599706292152405,0.7209488153457642,0.6542359590530396,-0.10132875293493271,0.9875368475914001,0.6929327845573425,0.6525502800941467,0.10164560377597809,0.973599374294281,0.7071877717971802,0.9228500723838806,-0.07257480919361115,0.8107051253318787,0.6861847639083862,0.9025812149047852,0.1448197215795517,0.24439354240894318,0.7361057996749878,1.1660237312316895,0.001639538211748004,0.46141186356544495,0.7156206369400024,1.1384567022323608,0.21603691577911377,0.10933999717235565,0.7573282122612,1.1924265623092651,0.005795168690383434,0.46380260586738586,0.7351380586624146,1.1717219352722168,0.22068169713020325,0.17756254971027374,0.6949431896209717,1.2656971216201782,-0.08251944184303284,0.3549627661705017,0.6763451099395752,1.2196310758590698,0.1293381154537201,0.10672967880964279
up,0.6551325917243958,0.1477484256029129,-0.13044533133506775,0.9992720484733582,0.6711112260818481,0.1250639259815216,-0.12910600006580353,0.9991880059242249,0.6784109473228455,0.12447693198919296,-0.1293794810771942,0.9991920590400696,0.685627818107605,0.1244552806019783,-0.129752054810524,0.9993205666542053,0.6539929509162903,0.12489896267652512,-0.10980373620986938,0.9989452958106995,0.6496191024780273,0.12433488667011261,-0.10959450155496597,0.9985522627830505,0.6455253958702087,0.12362858653068542,-0.10958101600408554,0.9985748529434204,0.7030219435691833,0.1373877376317978,-0.06107683852314949,0.9994956254959106,0.6534810066223145,0.13218852877616882,0.025634482502937317,0.9979918003082275,0.6688470840454102,0.17274607717990875,-0.10016860067844391,0.99901282787323,0.6490439772605896,0.17131152749061584,-0.07554580271244049,0.9981434345245361,0.7198744416236877,0.2386004775762558,-0.14741377532482147,0.9983676671981812,0.6581009030342102,0.25530970096588135,0.18137682974338531,0.99005526304245,0.7013366222381592,0.4040299952030182,-0.1371021866798401,0.9683043360710144,0.6465598344802856,0.4286254048347473,0.18358194828033447,0.16667552292346954,0.5924290418624878,0.4218454360961914,-0.035088684409856796,0.9081477522850037,0.5927034616470337,0.4407634437084198,0.02289189025759697,0.2665432095527649,0.5681762099266052,0.42432060837745667,-0.05375922843813896,0.8662922978401184,0.5718838572502136,0.43909990787506104,0.0006850085919722915,0.2850242555141449,0.5687817335128784,0.40227749943733215,-0.040037110447883606,0.8693183064460754,0.5708440542221069,0.4228931963443756,-0.03587605804204941,0.2910182476043701,0.5786353349685669,0.4012535810470581,-0.023634176701307297,0.8680974245071411,0.5807492136955261,0.4217492640018463,-0.0010346543276682496,0.32117578387260437,0.69648677110672,0.5889665484428406,-0.09882570803165436,0.98252934217453,0.6516819596290588,0.5848783850669861,0.09912298619747162,0.9517660140991211,0.6971518993377686,0.8443602323532104,-0.061380546540021896,0.676490306854248,0.6465448141098022,0.8040845394134521,0.1466905027627945,0.16821740567684174,0.7116654515266418,1.0957266092300415,-0.024115119129419327,0.303578644990921,0.6755834817886353,1.0051867961883545,0.21368828415870667,0.06813966482877731,0.7310435771942139,1.1256879568099976,-0.02538726106286049,0.3277837038040161,0.6868347525596619,1.082547664642334,0.21843047440052032,0.12612132728099823,0.6391656994819641,1.1910110712051392,-0.16551648080348969,0.21620632708072662,0.6453702449798584,1.126739263534546,0.114751897752285,0.0659048929810524
up,0.6471740007400513,0.16307179629802704,-0.2655196487903595,0.9999049305915833,0.6621319055557251,0.1433754712343216,-0.2628103792667389,0.9999205470085144,0.6684134602546692,0.14372684061527252,-0.2629159688949585,0.9999149441719055,0.6753076910972595,0.1438155621290207,-0.2631710171699524,0.9999076128005981,0.6479153037071228,0.14217521250247955,-0.24237199127674103,0.9999182224273682,0.6443362236022949,0.14186957478523254,-0.24215218424797058,0.9998905062675476,0.6410750150680542,0.14156943559646606,-0.24222664535045624,0.9998834133148193,0.6949509382247925,0.15476180613040924,-0.16780337691307068,0.999929666519165,0.652599573135376,0.1511366218328476,-0.08450900763273239,0.9998847842216492,0.6616780161857605,0.19023531675338745,-0.22591201961040497,0.9998361468315125,0.6434382200241089,0.1892264038324356,-0.20119941234588623,0.999787449836731,0.6973143219947815,0.2767406105995178,-0.23568382859230042,0.998874843120575,0.6670588850975037,0.2766364514827728,0.13262948393821716,0.9950622320175171,0.6849766969680786,0.4444889724254608,-0.2877551019191742,0.9693934917449951,0.6607154607772827,0.44972068071365356,0.14827515184879303,0.2441859394311905,0.5948182940483093,0.41374799609184265,-0.2784487307071686,0.9521612524986267,0.605439305305481,0.4256383180618286,0.006646455265581608,0.40421393513679504,0.5734776258468628,0.4007324278354645,-0.3049500584602356,0.9296682476997375,0.5893224477767944,0.4016779661178589,0.0015445310855284333,0.39408671855926514,0.5762109160423279,0.374284952878952,-0.2943470776081085,0.9306739568710327,0.5884090662002563,0.3786596953868866,-0.02156377211213112,0.38877832889556885,0.5847963094711304,0.377977579832077,-0.270638644695282,0.9246402978897095,0.5959728956222534,0.38498929142951965,-0.007674224674701691,0.4053053855895996,0.7243034243583679,0.6629992127418518,-0.10613634437322617,0.988569438457489,0.7187530994415283,0.6519351601600647,0.10645189136266708,0.9776825308799744,0.7168623805046082,0.9199512004852295,-0.04676557704806328,0.8689813613891602,0.7179619073867798,0.8990048170089722,0.17898300290107727,0.28046882152557373,0.74378502368927,1.1584582328796387,0.04345668852329254,0.45327669382095337,0.7405790686607361,1.1175057888031006,0.28433093428611755,0.09580839425325394,0.7642911672592163,1.1936366558074951,0.04789723455905914,0.45677876472473145,0.7600852251052856,1.1525124311447144,0.29022616147994995,0.1679205596446991,0.6899210214614868,1.2281297445297241,-0.041774265468120575,0.35685092210769653,0.6918877363204956,1.1781858205795288,0.20145583152770996,0.09844411164522171
up,0.6648205518722534,0.14336295425891876,-0.19373460114002228,0.9997643232345581,0.6806855201721191,0.12016939371824265,-0.1799519658088684,0.9997709393501282,0.6886903047561646,0.11944961547851562,-0.18030200898647308,0.9997455477714539,0.6968013048171997,0.11888892203569412,-0.1806723177433014,0.9997701048851013,0.6638540029525757,0.12200019508600235,-0.16782799363136292,0.9997329711914062,0.6603916883468628,0.12198775261640549,-0.16761749982833862,0.9996145367622375,0.657403826713562,0.12183059751987457,-0.16741079092025757,0.9996072053909302,0.7154213786125183,0.13046793639659882,-0.1059846505522728,0.9998461604118347,0.6667717099189758,0.12952925264835358,-0.017944352701306343,0.999475359916687,0.6811144948005676,0.1670646071434021,-0.15660728514194489,0.9996772408485413,0.662094235420227,0.1670188009738922,-0.13514761626720428,0.9993975162506104,0.7325915694236755,0.23427708446979523,-0.18859413266181946,0.999120831489563,0.6801599860191345,0.2532179653644562,0.17601177096366882,0.9940518140792847,0.7176285982131958,0.41006624698638916,-0.20283055305480957,0.9751179814338684,0.6689918637275696,0.41630885004997253,0.15090858936309814,0.1637585312128067,0.6173275709152222,0.3996554911136627,-0.136345773935318,0.9419851899147034,0.6206707954406738,0.4082581698894501,-0.07883191853761673,0.3106639087200165,0.5961715579032898,0.4020611345767975,-0.15570707619190216,0.9090371131896973,0.6032665371894836,0.4036678075790405,-0.10124719142913818,0.3221447169780731,0.5972608327865601,0.3771006464958191,-0.143875390291214,0.910432755947113,0.6007219552993774,0.38139086961746216,-0.12981867790222168,0.31876230239868164,0.6068122386932373,0.37660425901412964,-0.12460768222808838,0.9059426784515381,0.611559271812439,0.38394513726234436,-0.09937766939401627,0.3389155864715576,0.7080100178718567,0.6042627096176147,-0.11651995033025742,0.9832318425178528,0.6797763109207153,0.5938107371330261,0.11689732223749161,0.9592431783676147,0.7020196318626404,0.8577908277511597,-0.08046425879001617,0.7372646927833557,0.6829111576080322,0.8189457654953003,0.1683688759803772,0.18725895881652832,0.7091919183731079,1.1037427186965942,-0.0037020700983703136,0.3014078736305237,0.705723762512207,1.0137704610824585,0.26292330026626587,0.06410888582468033,0.7261294722557068,1.140097975730896,0.0001844451908254996,0.3921830356121063,0.7230867147445679,1.0902670621871948,0.26792794466018677,0.14042796194553375,0.6559971570968628,1.1755872964859009,-0.11454266309738159,0.22085119783878326,0.6592682003974915,1.109734296798706,0.18286395072937012,0.06480740010738373
